Nome,Categoria,Telefone,Website,Endereço,Avaliação,Total Avaliações,Latitude,Longitude,Link do Maps
Campos Contábil,,(96) 3222-3905,,"Av. José Trajano de Souza, 866 - Santa Ines, Macapá - AP, 68901-480","5,0",4,0.018879,-51.057964,"https://www.google.com/maps/place/Campos+Cont%C3%A1bil/@0.018879,-51.057964,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1b46b5d0b45:0x8de96566c2def88c!8m2!3d0.018879!4d-51.057964!16s%2Fg%2F1vlzcdss?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Confiança Contábil - Assessoria e Consultoria,,(96) 99135-0324,,"travessa onze, 70 Proximo a Jane Modas Provedor 2, Santana - AP, 68927-137",,,-0.0491463,-51.1576493,"https://www.google.com/maps/place/Confian%C3%A7a+Cont%C3%A1bil+-+Assessoria+e+Consultoria/@-0.0491463,-51.1576493,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1db4c8f85ad3:0x8cc889a0667b0ed4!8m2!3d-0.0491463!4d-51.1576493!16s%2Fg%2F11frqv85vh?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Cunha e Tavares Contabilidade,,(96) 3223-4242,https://www.cunhaetavares.com.br/,"Av. Pedro Lazarino, 516 - Beirol, Macapá - AP, 68902-080","5,0",8,,,https://www.google.com/maps/place/Cunha+e+Tavares+Contabilidade/data=!4m7!3m6!1s0x8d61e1247f0998b7:0x39ba3946191f34ab!8m2!3d0.0216008!4d-51.0620426!16s%2Fg%2F1v44f__3!19sChIJt5gJfyThYY0RqzQfGUY5ujk?authuser=0&hl=pt-BR&rclk=1
G&G contabilidade,,(96) 99192-2959,,"Tv. Bernardo de Melo, 41 - Nova Brasília, Santana - AP, 68927-272","5,0",8,-0.0431104,-51.1634223,"https://www.google.com/maps/place/G%26G+contabilidade/@-0.0431104,-51.1634223,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1d25dadb46bf:0x8013acf6ac1ebded!8m2!3d-0.0431104!4d-51.1634223!16s%2Fg%2F11w8hczmmj?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Rsg Contábil,,(96) 3223-7527,http://www.rsgcontabil.com.br/,"R. Leopoldo Machado - Central, Macapá - AP, 68908-120","5,0",1,,,https://www.google.com/maps/place/Rsg+Cont%C3%A1bil/data=!4m7!3m6!1s0x8d61e11881a6bc3b:0x596538f7b2ca0e60!8m2!3d0.030773!4d-51.062278!16s%2Fg%2F1ptwl_khp!19sChIJO7ymgRjhYY0RYA7Ksvc4ZVk?authuser=0&hl=pt-BR&rclk=1
C. F. Assessoria Contábil,,(96) 99119-9105,,"Av. Bem-Hur Corrêa Alves, 1035 - Congós, Macapá - AP, 68904-395","5,0",2,0.0056508,-51.0880686,"https://www.google.com/maps/place/C.+F.+Assessoria+Cont%C3%A1bil/@0.0056508,-51.0880686,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1f15d0099bd:0xf884a23c02f72ad9!8m2!3d0.0056508!4d-51.0880686!16s%2Fg%2F1ptwvf8vm?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Ágil Soluções Empresariais,,(96) 99110-5469,https://agilsolucoesempresariais.com.br/,"Av. Ataíde Teive, 1275 - Central, Macapá - AP, 68900-095","5,0",33,,,https://www.google.com/maps/place/%C3%81gil+Solu%C3%A7%C3%B5es+Empresariais/data=!4m7!3m6!1s0x8d61e18342ee0b69:0x91f932dc4b808412!8m2!3d0.0306038!4d-51.0637685!16s%2Fg%2F11fsjnwg06!19sChIJaQvuQoPhYY0REoSAS9wy-ZE?authuser=0&hl=pt-BR&rclk=1
CGM Gestão Contábil,,(96) 98412-1771,,"R. Gen. Rondon, 1385 - sala 405 - Central, Macapá - AP, 68900-082","5,0",12,0.0402073,-51.0547706,"https://www.google.com/maps/place/CGM+Gest%C3%A3o+Cont%C3%A1bil/@0.0402073,-51.0547706,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e10048a4fa5f:0x971dc7dddf540d4d!8m2!3d0.0402073!4d-51.0547706!16s%2Fg%2F11nc5zl3ch?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
JOTA Contabilidade,,(96) 98419-9191,,"R. Pedro Salvador Diniz, 2050 A - Provedor, Santana - AP, 68927-194",,,-0.0447183,-51.159565,"https://www.google.com/maps/place/JOTA+Contabilidade/@-0.0447183,-51.159565,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1d281461b4eb:0xb6aae35058c0ec27!8m2!3d-0.0447183!4d-51.159565!16s%2Fg%2F11px3h4pz0?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Apex Contabilidade,,(96) 99131-3929,http://www.apexcontabilidade.com/,"D, Av. Diógenes Silva, 1495 - Buritizal, Macapá - AP, 68900-971","5,0",3,,,https://www.google.com/maps/place/Apex+Contabilidade/data=!4m7!3m6!1s0x8d61e1a6ac0c22a7:0xe54cc0a60b4efec2!8m2!3d0.025646!4d-51.069465!16s%2Fg%2F11bwn4kd25!19sChIJpyIMrKbhYY0Rwv5OC6bATOU?authuser=0&hl=pt-BR&rclk=1
ABC CONTABILIDADE & NEGÓCIOS,,(96) 99148-9002,,"Av. Duque de Caxias, 1129 - Sala 901 - Central, Macapá - AP, 68900-071","5,0",6,0.0394329,-51.0663361,"https://www.google.com/maps/place/ABC+CONTABILIDADE+%26+NEG%C3%93CIOS/@0.0394329,-51.0663361,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e110ceddb9df:0x8fa9eda0d52a15de!8m2!3d0.0394329!4d-51.0663361!16s%2Fg%2F11c6q5g9ky?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
L A Soluções - Contabilidade,,(96) 99132-4013,,"R. José Bruno de Oliveira Gomes, 732 - Centro, Santana - AP, 68925-186",,,-0.0418732,-51.1718981,"https://www.google.com/maps/place/L+A+Solu%C3%A7%C3%B5es+-+Contabilidade/@-0.0418732,-51.1718981,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1d467d63246f:0x2f0d663d5cccf970!8m2!3d-0.0418732!4d-51.1718981!16s%2Fg%2F11txh1_ynf?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Conselho Regional de Contabilidade do Estado do Amapá,,(96) 99103-0618,http://www.crcap.org.br/,"R. Hamilton Silva, 1180 - Central, Macapá - AP, 68900-068","4,6",44,,,https://www.google.com/maps/place/Conselho+Regional+de+Contabilidade+do+Estado+do+Amap%C3%A1/data=!4m7!3m6!1s0x8d61e17d2503a49d:0x7c18fbd5110ee734!8m2!3d0.039248!4d-51.0642012!16s%2Fg%2F1q5gks1f9!19sChIJnaQDJX3hYY0RNOcOEdX7GHw?authuser=0&hl=pt-BR&rclk=1
Expert Contábeis - Escritório de contabilidade,,(96) 99186-4860,,"Av. 4, 1738 - Marabaixo, Macapá - AP, 68906-502","5,0",2,0.0375836,-51.1266925,"https://www.google.com/maps/place/Expert+Cont%C3%A1beis+-+Escrit%C3%B3rio+de+contabilidade/@0.0375836,-51.1266925,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e338d8defb55:0xafe9f6cb86078744!8m2!3d0.0375836!4d-51.1266925!16s%2Fg%2F11w3rxmddh?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
World societário,,(96) 98111-3098,,"galeria canaã - Av. Coelho Neto - Porto Santana, Santana - AP, 68925-183",,,-0.042293,-51.1681704,"https://www.google.com/maps/place/World+societ%C3%A1rio/@-0.042293,-51.1681704,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1d759e0b317f:0xe90857d0fc2fcd24!8m2!3d-0.042293!4d-51.1681704!16s%2Fg%2F11yjx8159k?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Instituto Contábil - Fernandes & Silva Soluções empresariais,,(96) 98806-0770,https://institutocontabil.cnt.br/,"MACAPÁ OFFICE - Av. Fab, 1070 - 4º ANDAR, SALA 410 - Santa Rita, Macapá - AP, 68900-110","4,9",16,,,https://www.google.com/maps/place/Instituto+Cont%C3%A1bil+-+Fernandes+%26+Silva+Solu%C3%A7%C3%B5es+empresariais/data=!4m7!3m6!1s0x8d61e1c085f9332b:0x796c9c27c46651a2!8m2!3d0.0414915!4d-51.0700487!16s%2Fg%2F11dzxcbyzm!19sChIJKzP5hcDhYY0RolFmxCecbHk?authuser=0&hl=pt-BR&rclk=1
Meus Backups,,(96) 98408-2326,,"Av. das Nações, 1640 - Central, Santana - AP, 68925-207",,,-0.0382073,-51.1716311,"https://www.google.com/maps/place/Meus+Backups/@-0.0382073,-51.1716311,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1d9f89823227:0x31cd9feadbacbc8f!8m2!3d-0.0382073!4d-51.1716311!16s%2Fg%2F11l2rt7n2t?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
CMW ASSESSORIA CONTÁBIL,,(96) 3223-9814,http://www.cmwassessoriacontabil.com/,"Rua Hamilton Silva, Av. Desidério Antônio Coelho, 2525 - Trem, Macapá - AP, 68901-140","5,0",3,,,https://www.google.com/maps/place/CMW+ASSESSORIA+CONT%C3%81BIL/data=!4m7!3m6!1s0x8d61e1a634de7baf:0x288af2d4224360cc!8m2!3d0.0270086!4d-51.0646792!16s%2Fg%2F1tfff73l!19sChIJr3veNKbhYY0RzGBDItTyiig?authuser=0&hl=pt-BR&rclk=1
Nelson Vasques - Serviços Contábeis,,(96) 3283-1460,,"Av. Pres. Mal. Humberto de Alencar Castelo Branco, 1219 - Central, Santana - AP, 68925-225",,,-0.0422085,-51.1780238,"https://www.google.com/maps/place/Nelson+Vasques+-+Servi%C3%A7os+Cont%C3%A1beis/@-0.0422085,-51.1780238,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1ccae7c876e3:0xfc12f17016afa25b!8m2!3d-0.0422085!4d-51.1780238!16s%2Fg%2F11bwp1vcd5?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Glacione Silva Serviços Contábeis,,(96) 99144-4870,,"Prox. Canal do Paraíso - Av. 15 de Novembro, 1996 - Paraíso, Santana - AP, 68928-045",,,-0.0344008,-51.1731292,"https://www.google.com/maps/place/Glacione+Silva+Servi%C3%A7os+Cont%C3%A1beis/@-0.0344008,-51.1731292,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1d4321686f6f:0x8471c52bc4367644!8m2!3d-0.0344008!4d-51.1731292!16s%2Fg%2F11r7x6p492?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Ética Instituto Contábil Contabilidade em Macapá,,(96) 99903-6754,,"Av. Mamédio Amaral da Silva, 138 - Jardim Equatorial, Macapá - AP, 68903-009","5,0",1,0.0078418,-51.068506,"https://www.google.com/maps/place/%C3%89tica+Instituto+Cont%C3%A1bil+Contabilidade+em+Macap%C3%A1/@0.0078418,-51.068506,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1a6caaf38b9:0xc9eec90d6a976340!8m2!3d0.0078418!4d-51.068506!16s%2Fg%2F11c5w5xc4g?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Vectus Contabilidade LTDA,,(96) 3223-8142,,"Av. Felíciano Coelho, 254 - Santa Rita, Macapá - AP, 68901-025","5,0",11,0.0289747,-51.0560899,"https://www.google.com/maps/place/Vectus+Contabilidade+LTDA/@0.0289747,-51.0560899,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e112380e57a5:0xa2a5f5b9758fd8c0!8m2!3d0.0289747!4d-51.0560899!16s%2Fg%2F11lyjn64lg?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Paes Contabilidade,,(96) 3217-4452,,"R. José Furtado de Oliveira, 349 - Perpétuo Socorro, Macapá - AP, 68905-751","2,0",1,0.0501467,-51.0435371,"https://www.google.com/maps/place/Paes+Contabilidade/@0.0501467,-51.0435371,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e0c54a5811f3:0xa4a06a20a420281a!8m2!3d0.0501467!4d-51.0435371!16s%2Fg%2F1tglnyrv?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Instituto Contábil,,(96) 4141-0371,https://institutocontabilap.com.br/noticias/contabil/contribuicao-sindical-nao-sera-obrigatoria-e-sim-negocial--garante-ministro-do-trabalho/7e0feced-0415-4c60-9420-32afc78cdf5a,"R. Manoel Eudóxio Pereira, 1122 - Central, Macapá - AP, 68900-021","5,0",1,,,https://www.google.com/maps/place/Instituto+Cont%C3%A1bil/data=!4m7!3m6!1s0x8d61e110fcf10001:0xb1771f2970efb81a!8m2!3d0.0402965!4d-51.0663749!16s%2Fg%2F11l5zfbsst!19sChIJAQDx_BDhYY0RGrjvcCkfd7E?authuser=0&hl=pt-BR&rclk=1
Sociedade Contábil,,,,"68925-186, R. José Bruno de Oliveira Gomes, 40 A - Central, Santana - AP, 68925-186",,,-0.0412999,-51.178174,"https://www.google.com/maps/place/Sociedade+Cont%C3%A1bil/@-0.0412999,-51.178174,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1da3c110f13f:0xd424ad011f95d614!8m2!3d-0.0412999!4d-51.178174!16s%2Fg%2F11mk0f9xw_?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
XP CONTABILIDADE,,(96) 98122-4665,,"Av. Sete de Setembro, 2178 - Paraíso, Santana - AP, 68925-108",,,-0.0333651,-51.1760636,"https://www.google.com/maps/place/XP+CONTABILIDADE/@-0.0333651,-51.1760636,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1d817f287c55:0x3d9a3094d9eb5c9d!8m2!3d-0.0333651!4d-51.1760636!16s%2Fg%2F11trjt3zgg?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
DG - DIAS & GOMES CONTABILIDADE E CONSULTORIA EMPRESARIAL,,(96) 99125-7803,http://diasegomes.com/,"Av. Fab, 2385-A - Santa Rita, Macapá - AP, 68901-259","4,8",4,,,https://www.google.com/maps/place/DG+-+DIAS+%26+GOMES+CONTABILIDADE+E+CONSULTORIA+EMPRESARIAL/data=!4m7!3m6!1s0x8d61e114490a9ca7:0x59d8531d058f46d7!8m2!3d0.041454!4d-51.071197!16s%2Fg%2F11b7hhdcm4!19sChIJp5wKSRThYY0R10aPBR1T2Fk?authuser=0&hl=pt-BR&rclk=1
Horus Gestão de Negócios,,(96) 99128-1160,https://horuscont.com.br/,"Av. Antônio Coelho de Carvalho, 1703 - Central, Macapá - AP, 68900-015","5,0",1,,,https://www.google.com/maps/place/Horus+Gest%C3%A3o+de+Neg%C3%B3cios/data=!4m7!3m6!1s0x8d61e1baecd0285b:0xcea4c5149186a267!8m2!3d0.0323102!4d-51.0664787!16s%2Fg%2F11h1975fry!19sChIJWyjQ7LrhYY0RZ6KGkRTFpM4?authuser=0&hl=pt-BR&rclk=1
Pinheiro & Construções,,(96) 3116-8605,,"R. José Bruno de Oliveira Gomes, 40 A - Central, Santana - AP, 68925-186",,,-0.0412999,-51.178174,"https://www.google.com/maps/place/Pinheiro+%26+Constru%C3%A7%C3%B5es/@-0.0412999,-51.178174,17z/data=!3m1!4b1!4m6!3m5!1s0x929e1ccb3d5db0cd:0x7fb5e771dbdf2785!8m2!3d-0.0412999!4d-51.178174!16s%2Fg%2F11bwn3w709?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Vintage Contabilidade,,(96) 98129-6524,https://linktr.ee/vintagecontabilidadeap?utm_source=linktree_profile_share&ltsid=b68febe9-e7aa-4103-82d8-6f14f2fcc2c2&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnpa8RwbOywZUkSUOG6FeMeHrzDlJP_AEFqk5b_EfMjNIgHrWdBxx7bENJR9M_aem_I59J3JoLqxPBuig44ZD0-Q,"R. Eliezer Levy, 77-A - Julião Ramos, Macapá - AP, 68908-183","5,0",2,,,https://www.google.com/maps/place/Vintage+Contabilidade/data=!4m7!3m6!1s0x8d61e162349ddd1f:0xe43f2f68837a810e!8m2!3d0.0510108!4d-51.0552563!16s%2Fg%2F11t2p_gpkc!19sChIJH92dNGLhYY0RDoF6g2gvP-Q?authuser=0&hl=pt-BR&rclk=1
Apron Contadores,,(96) 3222-4822,,"R. Leopoldo Machado, 769 - Laguinho, Macapá - AP, 68908-120",,,0.0451148,-51.0614026,"https://www.google.com/maps/place/Apron+Contadores/@0.0451148,-51.0614026,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1244c1ccd67:0x3bb12e5289100838!8m2!3d0.0451148!4d-51.0614026!16s%2Fg%2F1tdg47vj?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Ana Cristina Sá da Cruz,,(96) 99151-5886,,"R. José Serafim, 199 - Julião Ramos, Macapá - AP, 68908-150","4,0",2,0.051213,-51.052044,"https://www.google.com/maps/place/Ana+Cristina+S%C3%A1+da+Cruz/@0.051213,-51.052044,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e0d65230e961:0x45b61f6e1ee109c2!8m2!3d0.051213!4d-51.052044!16s%2Fg%2F1ptykzb0d?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
CONTADOR Pontual Assessoria Contábil,,(96) 99112-3900,,"Av. Paraíba, 509 A - Pacoval, Macapá - AP, 68908-280","5,0",9,0.0568629,-51.0572884,"https://www.google.com/maps/place/CONTADOR+Pontual+Assessoria+Cont%C3%A1bil/@0.0568629,-51.0572884,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e135a0b97e59:0xe192e00ecbb10cf8!8m2!3d0.0568629!4d-51.0572884!16s%2Fg%2F11khtln0nf?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Líder Contabilidade e Negócios,,(96) 3222-0450,,"Av. Salgado Filho - Santa Rita, Macapá - AP, 68900-015","5,0",1,0.0335075,-51.071569,"https://www.google.com/maps/place/L%C3%ADder+Contabilidade+e+Neg%C3%B3cios/@0.0335075,-51.071569,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e13b8493091b:0xc9c8386747ece91e!8m2!3d0.0335075!4d-51.071569!16s%2Fg%2F11h3246s7z?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Elo Assessoria Contábil,,(96) 3333-9813,http://www.elocontadores.com.br/,"Av. Fab, 1070 - 5° andar, sala 510 - Santa Rita, Macapá - AP, 68900-073","5,0",1,,,https://www.google.com/maps/place/Elo+Assessoria+Cont%C3%A1bil/data=!4m7!3m6!1s0x8d61e16478e2b0d5:0xce91e9b917ea745e!8m2!3d0.0410835!4d-51.0595724!16s%2Fg%2F11gz7mk1w!19sChIJ1bDieGThYY0RXnTqF7npkc4?authuser=0&hl=pt-BR&rclk=1
Sarges Contabilidade - Consultoria Tributária e Certificadora digital,,(96) 98134-4921,,"Av. Mendonça Furtado, 745 - Central, Macapá - AP, 68900-060","5,0",2,0.0370189,-51.0585517,"https://www.google.com/maps/place/Sarges+Contabilidade+-+Consultoria+Tribut%C3%A1ria+e+Certificadora+digital/@0.0370189,-51.0585517,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e19a73328cb3:0xfe28fe1bca14c643!8m2!3d0.0370189!4d-51.0585517!16s%2Fg%2F11t18_59dz?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Espaço Contabil,,(96) 99154-1953,,"Av. dos Xavantes, 357 - Beirol, Macapá - AP, 68902-110","5,0",1,0.0191584,-51.064278,"https://www.google.com/maps/place/Espa%C3%A7o+Contabil/@0.0191584,-51.064278,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e1b09ddbaa4b:0x1513c73c78ac7dc4!8m2!3d0.0191584!4d-51.064278!16s%2Fg%2F11c43lkmsl?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Fattor Contabilidade e Gestão,,(96) 98141-3478,,"R. Manoel Eudóxio Pereira, 1003 D - Beirol, Macapá - AP, 68900-021","5,0",2,0.0215374,-51.0674226,"https://www.google.com/maps/place/Fattor+Contabilidade+e+Gest%C3%A3o/@0.0215374,-51.0674226,17z/data=!3m1!4b1!4m6!3m5!1s0x8d61e19758cb94f1:0x66c369fa6d645cc9!8m2!3d0.0215374!4d-51.0674226!16s%2Fg%2F11j0qhdh2p?authuser=0&hl=pt-BR&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
